# Simulated Mandible data file for batch processing
# timestamp: 2021-05-20 08:20:46
# DCF
# ------------------------

"Prothorax.width","Mandible.length"
1269.06208957673,397.899781424761
1120.4012717066,526.45045596411
1209.30548668606,475.872979247379
1251.87431302291,399.801306464773
1414.86329593072,580.013127663644
1307.60493518946,632.472370545936
1199.20078496934,437.923736629632
1363.77608320683,451.524796725476
1429.491414871,370.026085652589
1263.48022296149,579.289493769589
1204.02818387785,412.413450549177
1159.80409677939,427.870930374716
1262.73367829042,488.12479912198
1236.92530433978,511.794416681247
1118.84652817872,531.678189762598
1206.47048787457,529.906287237341
1265.28814140443,473.400033148019
1276.6920543683,489.297943230959
1296.83260005806,496.873644973519
1339.93260690928,399.600337305728
1193.61232582289,422.798623526026
1284.14618711817,468.389708809807
1143.26865867315,467.664749512625
1262.04046880307,498.506410959419
1263.61696166955,450.961544226033
1302.95976115481,471.302768452062
1407.72603013434,641.68390956578
1241.03059784801,451.139946339225
1420.278351658,484.511762850656
1330.19571896574,548.250888638515
1193.29787635279,418.392038544742
1198.99220005472,504.857626934282
1293.62270102187,529.928912678691
1194.32911552809,437.629536797915
1148.22201580848,438.801808851215
1094.74400271604,450.782355897442
1323.11950972789,386.229598344285
1248.1316451693,465.375039108276
1324.37953695657,414.285151946611
1269.82662482338,511.276752569746
1297.63632473726,530.972361609606
1368.06824148995,437.325751050791
1157.47279679537,459.756196406687
1246.04787503795,485.058756488468
1295.16960518992,452.504844013174
1196.38851810392,512.789862354856
1228.7614047694,416.234969325153
1254.42270580424,489.45242549352
1148.70588466072,542.683546990146
1222.41137994642,457.730185177527
1239.11047632416,529.058296469282
1216.49871296129,512.541774997878
1227.38274748274,433.129642142567
1379.31337444764,497.401940906656
1244.62725647693,441.114142405906
1284.96021630979,490.46220198712
1255.61098914678,461.894496028999
1256.33530901616,505.08756809967
1245.80854068281,589.886134044435
1262.54411176001,499.478458975645
1216.48156273032,568.934368283236
1238.18691663569,497.042960528634
1210.3046512545,403.803318551006
1327.70352434618,404.547318904275
1211.02349142878,544.033685503044
1327.40723938819,560.469062448293
1127.13526087869,475.55714710245
1436.93058010684,472.037534342637
1217.03821928893,519.157386425355
1241.51674837983,549.576508689672
1362.76336819434,519.902148519684
1272.26029501397,485.755016248337
1240.60605993491,430.04560498268
1309.99397789513,497.524726723781
