# Simulated Mandible data file for batch processing
# timestamp: 2021-05-20 08:20:46
# DCF
# ------------------------

"Prothorax.width","Mandible.length"
1314.77381653132,448.92851546351
1403.83105407677,469.997313682226
1258.01022715685,446.402311841901
1351.90839139292,556.785394025356
1257.89250237851,406.9078030889
1455.24396185382,421.216214016164
1050.96368508365,538.552710871563
1238.11635750351,659.302783785485
1311.3406474303,575.524728735283
1068.90756136424,521.270856312326
1363.17157528747,583.378330946321
1262.38390959379,447.509148340779
1261.60762862869,492.79700829688
1223.25209840862,525.038276452848
1205.00763917912,455.651537307227
1293.70231216661,484.569825649871
1191.2741672016,486.687344464646
1253.86516104204,521.177755597157
1383.93324207825,430.02344105837
1190.49085235652,490.299360162867
1185.3640896823,477.953293170929
1248.42709234623,406.389332622733
1356.12551308677,423.664439703025
1183.56705040276,515.641472253285
1181.29986411894,509.127397898346
1414.22147670509,497.055064697437
1136.90433803159,519.791268943059
1155.06418643283,401.288172596763
1218.66556632316,512.552574381996
1276.8773817192,483.642795211319
1431.3169062545,440.886578015868
1221.19050719999,562.968398090069
1394.00784471763,455.876192484258
1392.69668562094,571.644512766852
1311.91687075187,502.321986203737
1318.78762520708,508.255902302681
1340.99740161821,446.778367111263
1312.15523955012,360.089088198101
1273.03231529457,454.971139350518
1283.5037320766,508.12991250942
1163.8266596828,644.721572292279
1190.87178045823,565.78795456873
1253.06207331507,535.253648771849
1123.07522867334,468.215871242592
1161.0897839837,352.521209014323
1346.58198696846,496.918842627514
1335.72502023553,440.949733617122
1220.56015318845,508.322450568582
1250.778550553,612.078991326772
1220.85666842015,595.756668028692
1226.19198201386,434.520579481707
1316.21831641231,369.048652450222
1232.76494920703,501.685509830266
1301.89945776994,421.739977038408
1167.51857416255,428.475068790542
1340.23961202165,434.46065532638
1438.83496070888,436.671910487218
1383.86544895937,478.832980090613
1076.42841457011,530.834804780484
1189.47975814027,462.057565698292
1195.21643514276,481.943121726329
1081.88555337142,470.168831318702
1273.72888816997,481.750487763649
1318.20433724544,634.459097067349
1329.04925972719,551.141526078045
1259.59082934549,522.478688449787
1422.74923907492,468.638252114887
1297.50963388439,368.240202634581
1485.89464218055,549.226461690238
1233.38306588717,386.021491384676
1156.14303055805,548.973295191513
1343.78288901616,570.831236586744
1218.55676657741,430.98791729669
1340.12666532217,472.548703201906
1303.28222873415,568.240528852774
1237.21076776708,394.565846877323
1265.22694182492,498.091878700911
1304.54434138404,546.840288959881
1388.75282107246,533.486554598207
1435.59216199485,492.309566095794
1306.99913034517,551.66316587876
1248.38886935594,467.493118168589
1346.4742322861,530.681675335671
1250.64132232635,532.508908472774
1139.05766562164,418.111659835431
1328.24105279252,474.142036279587
1225.99328221253,503.214939199188
1363.07686096081,484.836698425851
1258.48733991941,431.201349711331
1244.18211764252,324.082693515982
1148.85817649,542.139824404262
1166.01531986807,560.672653298128
1398.18525005507,522.658354544831
1325.27504811743,482.708735109076
1248.22395527543,488.994187194867
1375.2855834561,439.409136550294
1219.66698809107,499.139827454683
1186.0524357622,532.47010398849
1228.85933217512,447.047797550127
1292.31598132267,398.592682533502
1294.39592747687,545.916027431278
1323.88575343746,443.443683416587
1226.77607748609,510.783807596126
1283.47622374543,440.038239252071
1105.25703859413,578.766752278809
1159.01377573991,422.261374915465
1340.73267018356,485.01825062989
1233.17739708968,452.891818617586
1209.19999013277,462.232701139334
1354.73651104241,622.777875043053
1199.91454914014,426.918923938781
1179.4714953931,478.33602958668
1215.49741783454,518.837051277574
1424.20761360669,529.078004709033
1254.81367641386,481.2834735636
1226.67734405176,525.601985667465
1234.43563481019,515.158212936872
1154.57622406929,416.468654224232
1301.01686730065,374.382159041619
1256.68535900353,391.19007597827
1436.3417837938,551.372677895406
1173.1673470577,436.22894640362
1361.95619905276,408.258483450906
1229.77429735838,516.117175706544
1246.33216209711,517.453272182476
1351.42552152716,449.067995515397
1218.37072045522,546.316210998491
1265.0861807515,469.746255150491
1342.15384657511,474.223394740465
1131.39950251302,494.502834396039
1241.2854503873,522.542228055803
1264.1126912447,424.417926592522
1374.56100606318,509.066631180544
1232.46490655677,494.387646070713
1302.12163023841,499.649935484006
1278.6637429502,464.769122303939
1256.82989350282,412.893156656745
1236.36381611485,476.738286813886
1278.18425557614,601.32624469945
1217.42004525136,390.295757082983
1312.05668242168,538.890429676117
1188.23451884006,488.716765012649
1196.73848205635,508.114442693861
1181.22834459773,488.772328824553
1099.07521013658,494.373678620382
1160.05525714132,598.608947722473
1271.77911711751,379.305704550308
1318.07266440221,567.406619283637
1292.14085412953,479.599571930074
1350.76252834311,412.726236286795
1312.01961295375,575.118917532223
1296.35447185286,510.794931620246
1221.50104179404,490.598967216091
1301.13773947001,442.179888454867
1271.97028745615,464.06434812346
1250.85394998688,506.941333605628
1236.76050699717,620.970135460514
1204.28812646248,446.778426277015
1245.87729989741,437.362923362504
1171.16068283794,519.656707984065
1219.32134628904,486.968877310233
1175.96407178312,502.285388551989
1325.20102552933,494.500528692842
1389.25379055921,465.385229546025
1292.71065305043,509.811213191245
1296.30344533016,515.906130498087
1384.51637845024,375.656721473901
1246.88364623289,514.712653542016
1261.82961986879,599.033618643602
1327.88104539024,493.455973777521
1255.31870135456,487.588605859209
1358.17520088093,501.898999797634
1308.07598176136,413.188576694469
1439.25468957867,519.573559048258
1132.65883727922,447.428370290649
1095.44857569855,497.983623882702
1214.87792266698,470.927434598435
1356.56119913596,470.957354270705
1291.6220918662,430.393537714242
1290.99937193644,470.621018503703
1126.52533402438,389.902211214469
1231.89848430378,510.195137457754
1301.27979665256,483.316817454216
1341.32517187109,469.933418480693
1212.95783645595,556.413897034716
1263.23816076411,433.152807024642
1273.95051472406,504.925613795609
1312.0177193058,508.377811155287
1098.37727659546,501.548320295777
1232.03745401129,379.342161880299
1215.79860631167,516.062514461413
1116.86494757874,454.066358343732
