# Simulated Mandible data file for batch processing
# timestamp: 2021-05-20 08:20:46
# DCF
# ------------------------

"Prothorax.width","Mandible.length"
1257.89691468792,492.759864654624
1256.15051978551,448.519405865489
1274.58893230804,363.159811702685
1420.1552447336,443.589757489227
1189.3971845687,456.316036502436
1291.37278674584,512.877353497288
1269.17132124108,388.637045583963
1384.08009818913,463.360178317983
1249.95859373723,508.481316170835
1224.58354830795,540.53582533368
1308.42637993381,517.051175717318
1208.77572066021,483.323156469949
1090.7745893031,439.194318396304
1335.69617261644,514.983261721614
1292.40904952154,380.1355654535
1345.85583233013,490.224633511906
1289.58987664754,407.669873028191
1324.51602988817,557.726383782161
1143.65118336856,464.4044369171
1391.49606893764,415.118149048093
1428.34291179041,452.094159065517
1282.51628927173,431.632996677709
1362.55348308646,409.038187760168
1191.42357384195,408.348253045805
1276.60341932983,565.44464818613
1253.66941706444,496.861270810768
1356.44510551157,524.456547775794
1245.14335561383,698.722507503194
1384.90292285798,623.026855304939
1170.97322745098,492.626782505043
1397.24756156709,521.791660753196
1143.09922356333,592.577939577135
1087.90559632816,485.572725571907
1251.49225586747,519.137831049802
1197.92053319803,488.699823840756
1457.69216809975,481.659095802499
1161.72905526292,469.444682794678
1141.09711841987,415.49311489358
1247.30313679527,456.698507122221
1201.82744738576,450.223151824063
1241.4391905921,481.380390237529
1324.44553785988,414.583141204032
1247.42617440387,469.232044374422
1478.10426227032,538.489388118584
1314.27708294981,523.845430545233
1396.08262941787,492.634087035137
1220.5832159357,416.689267221553
1419.12104290932,522.662957717936
1244.00140399001,513.205794785778
1222.49834321508,466.952000657873
1237.56859803473,469.861191072241
1176.80441337117,460.116284603499
1189.37572774527,540.2795341211
1316.17782636164,404.012556929608
1165.55858766465,497.510335139035
1282.47805283433,496.078664635693
1327.96608764766,491.481119916805
1261.2714953662,432.230733221771
1117.89259505973,457.826220960437
1354.38542424396,428.611926236063
1346.52436306911,520.720258762241
1336.15310544539,470.282643511078
1238.21779603447,452.57638924902
1271.77876295012,469.319202076612
1471.64117030769,482.066610177985
1287.70032960084,479.323627652726
1274.15377801126,472.282072005546
1152.77795293883,360.012059216437
1350.6495124798,597.553146908517
1235.26952319176,574.784120897306
1301.83215267301,518.350848402759
1318.04549436928,417.680930581708
1281.073105566,473.784808478097
1201.95486106191,512.16131806857
1191.70868155054,422.461771845659
1315.57120815856,538.72790155755
1116.10521520512,435.904254392663
1177.57456747674,552.353064715843
1256.20858057425,444.525895685076
1273.58073509431,462.950790135878
1206.00897428605,499.732273093641
1192.02677990288,505.813485575158
1211.02847523708,441.282035148288
1370.80760015481,531.599713983827
1257.26389789639,582.805459578071
1153.57296471922,542.302051246673
1462.24100047575,417.283090772599
1265.93773726461,421.012849931218
1294.47063826202,402.258516516025
1403.53165563578,405.21898095745
1418.54597803167,508.313265938137
1345.19280531535,458.142760719451
1332.36139790308,510.235325483744
1339.7763125804,496.667740013527
1278.96621805848,573.206333891919
1330.33462214772,483.856011609292
1313.74662697145,598.179766404821
1200.28490259426,435.810922397407
1298.35099652523,377.026258968259
1193.47075735603,535.230420520484
1290.12679332783,548.572946271581
1363.74796544205,536.348459527426
1235.08478036325,401.923790325605
1395.72256289073,572.230444705827
1264.57342863091,526.46201773914
1127.30649253055,361.778018809655
1287.91097729943,569.001003775817
1138.89391239362,538.992325437599
1384.82775621064,486.101927231362
1397.79717925852,524.914710655531
1335.06403884147,506.586738774501
1341.78840382591,489.482944774889
1149.48990500935,523.37741841052
1158.63449221635,505.839404516587
1113.91671850706,479.240753147351
1452.79205025146,427.198616186475
1225.80460583044,472.379832508171
1287.27008028562,538.111769204975
1408.07618164686,437.184165282832
1266.26289298664,431.222019471229
1443.96396551785,575.070227665703
1198.97846796353,608.290645561109
1263.81779642374,524.26991135072
1269.88742518735,549.6498963785
1325.1755894684,447.025072659103
1292.37006571859,474.41385014832
1176.03646085839,571.380405542331
1267.56409415849,405.17910917809
1233.67404327214,403.962045731844
1248.13397232868,426.700175693215
1389.05905463861,485.844905146515
1250.51974016942,514.760551575396
1162.89757198529,415.530748923342
1297.90538847199,517.432171402933
1244.68662525546,387.623090954873
1265.86053694838,500.943408959508
1220.55316474011,489.764246998612
1368.5383921074,465.238984087155
1229.55826872307,432.733346059458
1328.96909209642,519.425436744731
1190.66184080529,490.619345485581
1333.45405842186,495.264298088308
1280.90569073312,367.889395796233
1191.80409515697,408.373236124052
1296.42288517444,418.625383206331
1205.77339499143,359.23595609842
1277.06761784821,439.590037352373
1251.78154314672,532.015683797312
1292.85119655777,473.53967062189
1252.49635688093,439.575724800112
1252.34172141295,399.14902791973
1284.77750327304,391.148864960972
1232.21341498295,526.294442318893
1285.60675347973,455.696224562806
1346.62844420871,429.448570311092
1315.76382232281,510.570883201993
1395.22658507452,539.42534820576
1295.23972603556,540.444657030575
