# Simulated Mandible data file for batch processing
# timestamp: 2021-05-20 08:20:46
# DCF
# ------------------------

"Prothorax.width","Mandible.length"
1221.24414335003,441.166052614946
1248.99412629798,529.392918413399
1285.54054143689,517.74227694047
1355.32736245308,481.555634816277
1177.86184752557,504.821729250057
1209.72321543046,572.543670701213
1176.26707959265,337.695885824827
1401.05640336462,596.400149021609
1235.81319548532,530.901555372105
1209.02986990434,450.52423673844
1314.88821688565,612.003024508484
1312.91921015718,463.196145416435
1276.83355446918,593.34688956758
1256.32388403376,512.149461420711
1402.85960825867,651.774871166625
1333.62120703363,437.441186346881
1237.28936127047,407.637082952877
1287.64271323512,438.456153625572
1312.7628930365,489.979870302491
1185.09678532205,512.015848670258
1253.00027134019,444.368570043525
1407.14004577401,463.311381403211
1269.89558302308,423.528110924974
1294.25832549513,450.421726001792
1228.07647596489,465.951888996532
1137.55262077919,466.89670928064
1260.8481593641,521.221822154001
1335.79444045552,486.846773106248
1311.68340192848,415.035937100882
1159.52268320792,322.980276785166
1333.5464387082,480.346552859262
1369.79177634503,547.463349411195
1364.97017963935,484.002145171735
1408.44775222803,514.453280532568
1216.99619697495,432.281663180399
1281.49589062785,599.698078147652
1296.30018483168,491.782017746843
1398.00053232433,543.917843756935
1392.04741769514,468.392392847627
1242.3615175461,523.239372816873
1245.18268224148,509.365513215965
1200.34076839646,379.842557586057
1369.25451209391,595.314362297252
1330.05549273824,490.563850003096
1202.8727350553,413.138021050545
1302.36513462072,465.506443312729
1244.98300339878,372.400429253384
1267.08979044341,552.979886793007
1347.85450911357,478.700587045657
1335.86960543856,462.840229804055
1191.62725807484,450.651224426334
1342.64556753478,512.672777132108
1242.4467416286,473.909065537407
1238.83483294096,474.568037462428
1289.6214619799,409.899758097907
1300.39813505324,471.476294784828
1232.08699517034,463.969949886446
1311.83734626648,509.11669553716
1177.32066968603,624.364269238477
1430.0278855743,525.61234072899
1251.93102780776,555.013391663502
1326.68261164601,534.055416973675
1320.86038797015,511.675071694619
1289.44125001692,481.057997629492
1303.25706282698,421.32377180593
1331.44913545715,526.199160757066
1302.12269294724,585.564750184285
1172.06074723019,435.601857171858
1389.44500587008,418.340609876925
1122.19799380917,530.208918151255
1170.81862173887,489.120121741196
1365.18162271743,393.411918678454
1291.26047573782,352.717732765143
